Time,Temperature,Humity,Pressure
2019.03.01 21:00,19.43,54.19629,97849.55
2019.03.01 21:15,19.46,54.5752,97859.61
2019.03.01 21:29,19.45,54.51855,97866.09
2019.03.01 21:44,19.48,54.5459,97877.05
2019.03.01 21:58,19.52,54.50488,97893.05
2019.03.01 22:13,19.57,54.61133,97895.28
2019.03.01 22:27,19.55,54.6748,97908.81
2019.03.01 22:42,19.52,54.63867,97914.0
2019.03.01 22:56,19.52,54.62598,97910.28
2019.03.01 23:11,19.56,54.64355,97922.17
2019.03.01 23:26,19.59,54.67969,97937.41
2019.03.01 23:40,19.59,54.76758,97945.07
2019.03.01 23:55,19.62,54.69531,97958.98
2019.03.02 00:09,19.6,54.6709,97939.97
2019.03.02 00:24,19.59,53.68555,97948.2
2019.03.02 00:38,19.55,53.48145,97940.21
2019.03.02 00:53,19.5,53.40918,97930.11
2019.03.02 01:07,19.45,53.40332,97944.42
2019.03.02 01:22,19.41,53.3877,97952.23
2019.03.02 01:36,19.38,53.3623,97937.71
2019.03.02 01:51,19.38,53.25195,97948.5
2019.03.02 02:05,19.38,53.21777,97947.77
2019.03.02 02:20,19.35,53.18164,97960.2
2019.03.02 02:35,19.32,53.21191,97961.52
2019.03.02 02:49,19.31,53.1543,97951.85
2019.03.02 03:04,19.32,53.08984,97948.12
2019.03.02 03:18,19.33,52.99121,97938.05
2019.03.02 03:33,19.33,53.0127,97931.62
2019.03.02 03:47,19.34,52.90332,97930.32
2019.03.02 04:02,19.33,52.8584,97926.4
2019.03.02 04:16,19.31,52.85645,97929.58
2019.03.02 04:31,19.31,52.75684,97913.16
2019.03.02 04:45,19.3,52.71289,97922.35
2019.03.02 05:00,19.28,52.69824,97924.38
2019.03.02 05:15,19.28,52.59863,97916.36
2019.03.02 05:29,19.28,52.54297,97928.05
2019.03.02 05:44,19.27,52.41016,97923.92
2019.03.02 05:58,19.28,52.34473,97941.07
2019.03.02 06:13,19.28,52.31152,97936.93
2019.03.02 06:27,19.35,52.91699,97923.66
2019.03.02 06:42,19.36,53.05078,97923.78
2019.03.02 06:56,19.36,53.14844,97933.67
2019.03.02 07:11,19.36,53.22656,97944.98
2019.03.02 07:25,19.31,53.01074,97935.84
2019.03.02 07:40,19.33,53.25586,97943.28
2019.03.02 07:55,19.32,53.30957,97947.7
2019.03.02 08:09,19.33,53.76367,97946.58
2019.03.02 08:24,19.35,54.05469,97957.41
2019.03.02 08:38,19.38,54.4541,97948.3
2019.03.02 08:53,19.41,54.94531,97955.19
2019.03.02 09:07,19.4,55.10938,97970.82
2019.03.02 09:22,19.4,54.89941,97962.23
2019.03.02 09:36,19.32,54.93457,97959.25
2019.03.02 09:51,19.3,54.65527,97946.66
2019.03.02 10:05,19.39,54.125,97944.77
2019.03.02 10:20,19.55,54.15625,97929.01
2019.03.02 10:35,19.72,55.03809,97926.68
2019.03.02 10:49,19.71,55.5459,97921.83
2019.03.02 11:04,19.65,55.69336,97923.86
2019.03.02 11:18,19.55,55.82422,97928.31
2019.03.02 11:33,19.5,56.03711,97923.84
2019.03.02 11:47,19.49,55.00977,97911.58
2019.03.02 12:02,19.63,53.5127,97916.42
2019.03.02 12:16,19.76,53.90527,97910.67
2019.03.02 12:31,19.82,53.4043,97905.33
2019.03.02 12:45,19.91,52.7832,97881.89
2019.03.02 13:00,19.97,51.9834,97872.39
2019.03.02 13:15,19.86,51.62793,97883.39
2019.03.02 13:29,20.01,52.15332,97874.46
2019.03.02 13:44,20.05,52.95508,97867.59
2019.03.02 13:58,20.09,53.07031,97855.72
2019.03.02 14:13,20.02,52.6416,97843.22
2019.03.02 14:27,19.97,52.50293,97840.28
2019.03.02 14:42,19.96,51.71582,97836.19
2019.03.02 14:56,20.0,51.54297,97836.57
2019.03.02 15:11,20.04,51.4707,97828.94
2019.03.02 15:25,20.04,51.48242,97814.83
2019.03.02 15:40,20.09,51.55371,97808.16
2019.03.02 15:54,20.08,51.54199,97793.08
2019.03.02 16:09,20.14,51.61426,97793.27
2019.03.02 16:24,20.15,51.52832,97796.02
2019.03.02 16:38,20.1,51.61133,97796.25
2019.03.02 16:53,20.1,51.63379,97796.08
2019.03.02 17:07,20.09,51.70898,97788.81
2019.03.02 17:22,20.06,51.79492,97777.09
2019.03.02 17:36,20.01,51.8877,97782.48
2019.03.02 17:51,20.0,51.89746,97778.39
2019.03.02 18:05,19.99,51.83008,97779.7
2019.03.02 18:20,19.98,51.76367,97784.16
2019.03.02 18:34,20.09,51.55371,97778.02
2019.03.02 18:49,20.16,52.0498,97794.19
2019.03.02 19:04,20.33,52.21289,97788.35
2019.03.02 19:18,20.31,52.56445,97799.33
2019.03.02 19:33,20.17,52.88086,97801.42
2019.03.02 19:47,19.97,53.32227,97816.48
2019.03.02 20:02,19.94,53.10742,97816.33
2019.03.02 20:16,20.07,52.89062,97819.09
2019.03.02 20:31,20.15,52.69043,97829.12
2019.03.02 20:45,20.27,52.82617,97837.47
2019.03.02 21:00,20.29,52.92871,97836.31
2019.03.02 21:14,20.31,53.18457,97813.27
2019.03.02 21:29,20.3,53.25098,97809.56
2019.03.02 21:44,20.31,53.30664,97810.66
2019.03.02 21:58,20.33,53.17578,97813.27
2019.03.02 22:13,20.36,53.18066,97814.41
2019.03.02 22:27,20.41,53.24121,97805.98
2019.03.02 22:42,20.4,53.20703,97828.91
2019.03.02 22:56,20.38,53.21582,97821.03
2019.03.02 23:11,20.39,53.34961,97816.76
2019.03.02 23:25,20.37,53.3916,97813.8
2019.03.02 23:40,20.29,53.42676,97808.08
2019.03.02 23:54,20.3,52.41992,97814.58
2019.03.03 00:09,20.28,52.13086,97803.8
2019.03.03 00:23,20.33,51.87988,97785.56
2019.03.03 00:38,20.32,51.71387,97794.71
2019.03.03 00:53,20.28,51.6748,97797.3
2019.03.03 01:07,20.27,51.63086,97807.55
2019.03.03 01:22,20.26,51.54004,97808.62
2019.03.03 01:36,20.25,51.46191,97806.8
2019.03.03 01:51,20.26,51.38477,97796.78
2019.03.03 02:05,20.25,51.27344,97793.2
2019.03.03 02:20,20.24,51.29492,97788.77
2019.03.03 02:34,20.25,51.18457,97785.19
2019.03.03 02:49,20.23,51.19336,97777.2
2019.03.03 03:03,20.25,51.10742,97789.89
2019.03.03 03:18,20.26,51.1084,97777.44
2019.03.03 03:33,20.27,51.05371,97790.06
2019.03.03 03:47,20.25,51.0625,97773.16
2019.03.03 04:02,20.27,50.99902,97745.62
2019.03.03 04:16,20.26,50.95312,97716.78
2019.03.03 04:31,20.26,50.93066,97713.65
2019.03.03 04:45,20.28,50.86719,97714.0
2019.03.03 05:00,20.26,50.87598,97702.84
2019.03.03 05:14,20.29,50.80176,97684.83
2019.03.03 05:29,20.27,50.79883,97684.11
2019.03.03 05:43,20.26,50.75488,97680.77
2019.03.03 05:58,20.25,50.76465,97687.83
2019.03.03 06:13,20.26,50.6543,97680.02
2019.03.03 06:27,20.24,50.62012,97677.98
2019.03.03 06:42,20.25,50.6084,97667.56
2019.03.03 06:56,20.24,50.80859,97653.24
2019.03.03 07:11,20.32,51.35938,97661.56
2019.03.03 07:25,20.31,51.48047,97632.58
2019.03.03 07:40,20.29,51.59863,97620.88
2019.03.03 07:54,20.17,49.78027,97622.47
2019.03.03 08:09,20.21,50.71484,97622.44
2019.03.03 08:23,20.04,49.51074,97607.88
2019.03.03 08:38,20.05,49.36816,97616.72
2019.03.03 08:52,20.03,50.0625,97619.43
2019.03.03 09:07,20.09,50.3584,97641.98
2019.03.03 09:22,20.14,51.03906,97640.11
2019.03.03 09:36,20.11,51.32324,97638.64
2019.03.03 09:51,20.1,51.05762,97646.24
2019.03.03 10:05,20.04,50.62988,97636.79
2019.03.03 10:20,20.1,50.9248,97635.09
2019.03.03 10:34,20.0,51.2998,97653.14
2019.03.03 10:49,19.99,50.63477,97656.72
2019.03.03 11:03,20.06,50.36621,97636.09
2019.03.03 11:18,20.09,50.11426,97638.29
2019.03.03 11:32,20.11,49.98438,97622.11
2019.03.03 11:47,20.14,49.80957,97606.83
2019.03.03 12:02,19.95,50.28711,97603.74
2019.03.03 12:16,19.89,48.69629,97608.28
2019.03.03 12:31,19.62,49.41992,97579.77
2019.03.03 12:45,19.45,51.84473,97570.58
2019.03.03 13:00,19.69,51.37598,97546.64
2019.03.03 13:14,19.96,50.69727,97540.59
2019.03.03 13:29,20.07,50.32227,97529.21
2019.03.03 13:43,20.07,50.15625,97518.23
2019.03.03 13:58,19.95,50.23242,97484.84
2019.03.03 14:12,19.84,50.51758,97470.08
2019.03.03 14:27,19.71,50.69141,97457.18
2019.03.03 14:41,19.67,50.6875,97435.23
2019.03.03 14:56,19.74,50.42969,97428.18
2019.03.03 15:11,19.77,50.22266,97415.55
2019.03.03 15:25,19.82,50.0625,97403.62
2019.03.03 15:40,19.84,50.04199,97395.02
2019.03.03 15:54,19.82,49.99609,97381.68
2019.03.03 16:09,19.79,49.96973,97362.58
2019.03.03 16:23,19.73,50.03027,97360.37
2019.03.03 16:38,19.72,49.96289,97358.38
2019.03.03 16:52,19.72,49.85156,97327.91
2019.03.03 17:07,19.73,49.81934,97306.34
2019.03.03 17:21,19.73,49.73145,97283.88
2019.03.03 17:36,19.72,49.71875,97274.4
2019.03.03 17:51,19.71,49.70703,97275.54
2019.03.03 18:05,19.72,49.69727,97264.01
2019.03.03 18:20,19.79,49.50488,97248.53
2019.03.03 18:34,19.86,49.44727,97238.81
2019.03.03 18:49,19.83,49.69824,97224.34
2019.03.03 19:03,19.89,50.7334,97226.55
2019.03.03 19:18,19.96,50.60938,97204.11
2019.03.03 19:32,19.86,50.08887,97202.59
2019.03.03 19:47,19.89,50.23633,97191.22
2019.03.03 20:01,19.95,50.39746,97166.23
2019.03.03 20:16,19.97,50.69824,97144.09
2019.03.03 20:30,19.98,51.68457,97140.2
2019.03.03 20:45,19.99,52.22949,97128.11
2019.03.03 21:00,20.0,52.4834,97114.75
2019.03.03 21:14,19.99,52.7373,97096.39
2019.03.03 21:29,20.0,52.69531,97060.27
2019.03.03 21:43,20.05,52.71191,97066.97
2019.03.03 21:58,20.06,52.69043,97060.03
2019.03.03 22:12,20.06,52.61426,97057.81
2019.03.03 22:27,20.06,52.51367,97028.67
2019.03.03 22:41,20.08,52.16309,97007.62
2019.03.03 22:56,20.05,52.11328,96982.79
2019.03.03 23:10,20.0,52.02051,96967.44
2019.03.03 23:25,19.97,51.88281,96926.75
2019.03.03 23:40,19.93,51.82324,96898.77
2019.03.03 23:54,19.93,51.71289,96910.31
2019.03.04 00:09,19.91,51.57715,96870.41
2019.03.04 00:23,19.9,51.43359,96850.33
2019.03.04 00:38,19.78,51.65137,96823.11
2019.03.04 00:52,19.66,51.94727,96787.41
2019.03.04 01:07,19.63,51.89844,96773.05
2019.03.04 01:21,19.71,51.7207,96763.04
2019.03.04 01:36,19.8,51.4541,96768.42
2019.03.04 01:50,19.86,51.38379,96767.98
2019.03.04 02:05,19.85,51.4043,96736.05
2019.03.04 02:19,19.79,51.48633,96686.17
2019.03.04 02:34,19.75,51.58105,96643.39
2019.03.04 02:49,19.75,51.49316,96641.52
2019.03.04 03:03,19.74,51.41406,96625.03
2019.03.04 03:18,19.75,51.37109,96596.95
2019.03.04 03:32,19.78,51.30762,96572.6
2019.03.04 03:47,19.78,51.28613,96553.45
2019.03.04 04:01,19.77,51.24023,96527.64
2019.03.04 04:16,19.77,51.18555,96518.91
2019.03.04 04:30,19.79,51.16504,96513.48
2019.03.04 04:45,19.79,51.02148,96524.27
2019.03.04 04:59,19.77,51.05273,96543.83
2019.03.04 05:14,19.77,51.07422,96426.48
2019.03.04 05:29,19.78,51.1084,96394.34
2019.03.04 05:43,19.79,51.10938,96367.78
2019.03.04 05:58,19.77,51.38379,96360.0
2019.03.04 06:12,19.74,51.75684,96322.73
2019.03.04 06:27,19.75,51.82422,96282.06
2019.03.04 06:41,19.82,52.21973,96266.3
2019.03.04 06:56,19.82,51.23438,96188.67
2019.03.04 07:10,19.82,51.65527,96138.7
2019.03.04 07:25,19.72,51.06934,96118.73
2019.03.04 07:39,19.74,51.43652,96110.91
2019.03.04 07:54,19.75,51.87988,96084.16
2019.03.04 08:09,19.72,52.06445,96049.52
2019.03.04 08:23,19.76,51.91406,96062.94
2019.03.04 08:38,19.75,51.92383,96104.0
2019.03.04 08:52,19.74,52.37695,96099.37
2019.03.04 09:07,19.77,52.34668,96120.83
2019.03.04 09:21,19.74,52.86328,96163.59
2019.03.04 09:36,19.77,52.25781,96193.25
2019.03.04 09:50,19.86,51.83789,96200.62
2019.03.04 10:05,19.75,51.94629,96244.94
2019.03.04 10:19,19.68,51.71777,96274.62
2019.03.04 10:34,19.69,51.39746,96147.09
2019.03.04 10:48,19.78,51.36328,96121.75
2019.03.04 11:03,19.77,50.94141,96144.84
2019.03.04 11:18,19.67,47.94238,96093.72
2019.03.04 11:32,19.63,48.91211,96085.61
2019.03.04 11:47,19.62,48.82227,96093.2
2019.03.04 12:01,19.58,49.17188,96076.08
2019.03.04 12:16,19.71,49.62988,96088.73
2019.03.04 12:30,19.82,50.59277,96082.83
2019.03.04 12:45,19.93,50.65039,96055.38
2019.03.04 12:59,19.82,48.33496,96082.48
2019.03.04 13:14,19.82,47.75879,96063.16
2019.03.04 13:28,19.8,47.80078,96035.53
2019.03.04 13:43,19.76,47.92969,96068.34
2019.03.04 13:58,19.74,47.83887,96071.17
2019.03.04 14:12,19.75,47.66309,96058.53
2019.03.04 14:27,19.8,47.64551,96040.58
2019.03.04 14:41,19.82,47.60449,96038.48
2019.03.04 14:56,19.8,47.66797,96054.86
2019.03.04 15:10,19.72,47.80371,96051.73
2019.03.04 15:25,19.72,47.88184,96028.93
2019.03.04 15:39,19.82,48.02441,96050.11
2019.03.04 15:54,19.85,48.0166,96084.23
2019.03.04 16:08,19.92,47.96875,96080.51
2019.03.04 16:23,19.88,47.62207,96105.33
2019.03.04 16:38,19.8,47.5127,96127.27
2019.03.04 16:52,19.68,45.42871,96112.57
2019.03.04 17:07,19.73,45.97754,96097.39
2019.03.04 17:21,19.82,47.08301,96205.38
2019.03.04 17:36,19.84,47.1748,96214.61
2019.03.04 17:50,19.92,47.08301,96247.82
2019.03.04 18:05,19.98,47.0332,96281.66
2019.03.04 18:19,19.91,47.30371,96302.25
2019.03.04 18:34,19.76,49.41309,96324.73
2019.03.04 18:48,19.79,49.7041,96368.47
2019.03.04 19:03,19.8,49.35254,96426.0
2019.03.04 19:17,19.89,49.11719,96468.75
2019.03.04 19:32,19.9,48.45508,96512.88
2019.03.04 19:47,19.96,48.71582,96549.14
2019.03.04 20:01,19.92,49.97461,96577.12
2019.03.04 20:16,19.82,50.41699,96584.94
2019.03.04 20:30,19.84,50.49512,96597.91
2019.03.04 20:45,19.85,48.73633,96605.3
2019.03.04 20:59,19.88,48.51855,96637.39
2019.03.04 21:14,20.0,48.1543,96665.77
2019.03.04 21:28,20.07,48.05176,96692.94
2019.03.04 21:43,20.06,47.96289,96712.08
2019.03.04 21:57,20.0,48.06543,96721.67
2019.03.04 22:12,19.92,48.21387,96727.57
2019.03.04 22:27,19.83,48.3916,96748.14
2019.03.04 22:41,19.8,48.36523,96759.54
2019.03.04 22:56,19.79,48.36426,96777.22
2019.03.04 23:10,19.78,48.27637,96779.44
2019.03.04 23:25,19.77,48.20801,96797.64
2019.03.04 23:39,19.79,48.1543,96817.47
2019.03.04 23:54,19.81,48.22363,96825.45
2019.03.05 00:08,19.83,48.2041,96820.39
2019.03.05 00:23,19.84,48.14844,96820.94
2019.03.05 00:37,19.82,48.11328,96834.55
2019.03.05 00:52,19.82,48.14746,96868.9
2019.03.05 01:07,19.82,48.32422,96869.08
2019.03.05 01:21,19.83,48.34766,96862.19
2019.03.05 01:36,19.84,48.34766,96884.84
2019.03.05 01:50,19.83,48.30371,96903.62
2019.03.05 02:05,19.82,48.25684,96912.89
2019.03.05 02:19,19.81,48.24609,96900.66
2019.03.05 02:34,19.82,48.26855,96912.72
2019.03.05 02:48,19.79,48.1543,96908.67
2019.03.05 03:03,19.79,48.05469,96914.44
2019.03.05 03:17,19.79,47.97754,96919.47
2019.03.05 03:32,19.78,47.85449,96924.09
2019.03.05 03:47,19.78,47.80957,96928.96
2019.03.05 04:01,19.78,47.73242,96945.85
2019.03.05 04:16,19.78,47.76562,96951.08
2019.03.05 04:30,19.77,47.70898,96950.33
2019.03.05 04:45,19.77,47.66504,96953.45
2019.03.05 04:59,19.78,47.59961,96951.95
2019.03.05 05:14,19.78,47.61035,96954.2
2019.03.05 05:28,19.78,47.66602,96940.62
2019.03.05 05:43,19.75,47.61914,96944.55
2019.03.05 05:57,19.76,47.75293,96970.91
2019.03.05 06:12,19.72,46.53027,96989.94
2019.03.05 06:27,19.78,46.44824,97002.63
2019.03.05 06:41,19.92,47.41602,97014.9
2019.03.05 06:56,20.0,48.09863,97025.41
2019.03.05 07:10,19.91,47.37012,97012.5
2019.03.05 07:25,19.8,47.88965,97018.43
2019.03.05 07:39,19.81,48.2793,96995.89
2019.03.05 07:54,19.83,48.5459,97017.44
2019.03.05 08:08,19.82,48.65527,97026.59
2019.03.05 08:23,19.79,48.6084,97028.83
2019.03.05 08:37,19.77,48.49512,97022.92
2019.03.05 08:52,19.79,48.35352,97036.28
2019.03.05 09:06,19.75,48.09473,97036.3
2019.03.05 09:21,19.64,48.2168,97049.05
2019.03.05 09:36,19.52,48.95605,97056.27
2019.03.05 09:50,19.58,48.84082,97073.1
2019.03.05 10:05,19.56,46.15918,97089.66
2019.03.05 10:19,19.41,42.53223,97065.3
2019.03.05 10:34,19.73,44.27051,97059.0
2019.03.05 10:48,19.68,45.09668,97063.12
2019.03.05 11:03,19.65,45.55957,97089.0
2019.03.05 11:17,19.57,46.55859,97085.38
2019.03.05 11:32,19.5,45.97656,97058.91
2019.03.05 11:46,19.57,45.42871,97049.35
2019.03.05 12:01,19.59,45.02148,97046.89
2019.03.05 12:16,19.59,44.99902,97057.14
2019.03.05 12:30,19.76,47.23242,97060.41
2019.03.05 12:45,19.82,47.57031,97068.91
2019.03.05 12:59,19.82,47.61523,97074.7
2019.03.05 13:14,19.81,47.67969,97056.29
2019.03.05 13:28,19.8,47.76758,97051.86
2019.03.05 13:43,19.75,47.64062,97037.05
2019.03.05 13:57,19.82,47.96875,97041.05
2019.03.05 14:12,19.84,48.22656,97063.89
2019.03.05 14:26,19.79,48.25391,97075.46
2019.03.05 14:41,19.8,48.0332,97076.76
2019.03.05 14:56,19.84,48.41504,97094.88
2019.03.05 15:10,19.77,48.21875,97086.97
2019.03.05 15:25,19.73,48.21484,97106.12
2019.03.05 15:39,19.75,47.91797,97128.57
2019.03.05 15:54,19.74,47.72852,97160.52
2019.03.05 16:08,19.78,47.61035,97165.92
2019.03.05 16:23,19.83,47.41602,97181.81
2019.03.05 16:37,19.59,45.32031,97185.45
2019.03.05 16:52,19.73,46.46484,97190.27
2019.03.05 17:06,19.8,47.30371,97197.09
2019.03.05 17:21,20.0,48.3877,97210.92
2019.03.05 17:36,19.96,48.79297,97239.46
2019.03.05 17:50,19.76,48.7168,97241.7
2019.03.05 18:05,19.7,49.77246,97263.27
2019.03.05 18:19,19.71,50.5918,97300.48
2019.03.05 18:34,19.63,50.35059,97309.03
2019.03.05 18:48,19.61,50.29297,97336.55
2019.03.05 19:03,19.65,50.37598,97369.2
2019.03.05 19:17,19.67,50.05664,97386.62
2019.03.05 19:32,19.69,50.08105,97401.07
2019.03.05 19:46,19.76,50.15625,97403.45
2019.03.05 20:01,19.83,50.30762,97416.59
2019.03.05 20:16,19.85,50.45215,97437.95
2019.03.05 20:30,19.84,50.74023,97442.8
2019.03.05 20:45,19.8,50.98926,97447.8
2019.03.05 20:59,19.79,51.03223,97463.05
2019.03.05 21:14,19.8,51.17773,97481.23
2019.03.05 21:28,19.8,51.16699,97501.11
2019.03.05 21:43,19.79,51.13184,97513.91
2019.03.05 21:57,19.79,51.1875,97540.7
2019.03.05 22:12,19.79,51.28711,97552.02
2019.03.05 22:26,19.79,51.41992,97543.84
2019.03.05 22:41,19.81,51.52246,97561.1
2019.03.05 22:55,19.8,51.76465,97562.58
2019.03.05 23:10,19.82,51.86523,97567.42
2019.03.05 23:25,19.81,52.04199,97577.64
2019.03.05 23:39,19.78,51.04297,97578.95
2019.03.05 23:54,19.75,50.55273,97582.12
2019.03.06 00:08,19.72,50.51562,97592.72
2019.03.06 00:23,19.72,50.49414,97597.19
2019.03.06 00:37,19.7,50.51367,97586.77
2019.03.06 00:52,19.7,50.50293,97586.42
2019.03.06 01:06,19.7,50.46973,97594.58
2019.03.06 01:21,19.7,50.49121,97591.62
2019.03.06 01:35,19.68,50.49902,97591.27
2019.03.06 01:50,19.67,50.52148,97578.83
2019.03.06 02:05,19.65,50.53027,97575.66
2019.03.06 02:19,19.65,50.48633,97570.27
2019.03.06 02:34,19.65,50.47559,97547.64
2019.03.06 02:48,19.64,50.45117,97510.65
2019.03.06 03:03,19.64,50.47363,97510.3
2019.03.06 03:17,19.64,50.44043,97507.52
2019.03.06 03:32,19.61,50.44824,97489.33
2019.03.06 03:46,19.61,50.44824,97480.45
2019.03.06 04:01,19.61,50.42578,97473.55
2019.03.06 04:15,19.61,50.38184,97456.14
2019.03.06 04:30,19.61,50.39258,97461.88
2019.03.06 04:44,19.6,50.44629,97449.03
2019.03.06 04:59,19.59,50.36816,97442.54
2019.03.06 05:14,19.58,50.34473,97432.19
2019.03.06 05:28,19.6,50.35938,97418.77
2019.03.06 05:43,19.58,50.34473,97418.61
2019.03.06 05:57,19.59,50.35742,97416.4
2019.03.06 06:12,19.59,50.30176,97402.48
2019.03.06 06:26,19.56,50.41992,97387.45
2019.03.06 06:41,19.6,51.2334,97377.34
2019.03.06 06:55,19.46,47.30078,97389.73
2019.03.06 07:10,19.6,46.15234,97370.53
2019.03.06 07:24,19.67,45.82715,97370.64
2019.03.06 07:39,19.73,45.83301,97357.76
2019.03.06 07:54,19.87,46.60156,97355.27
2019.03.06 08:08,19.92,47.54883,97326.62
2019.03.06 08:23,19.88,48.65137,97326.27
2019.03.06 08:37,19.84,49.06836,97304.18
2019.03.06 08:52,19.85,49.39062,97310.88
2019.03.06 09:06,19.84,49.71094,97306.27
2019.03.06 09:21,19.85,49.8877,97288.02
2019.03.06 09:35,19.82,49.62988,97258.0
2019.03.06 09:50,19.77,48.99414,97250.63
2019.03.06 10:04,19.79,49.12891,97231.81
2019.03.06 10:19,19.85,49.36816,97221.38
2019.03.06 10:34,19.88,49.29395,97216.71
2019.03.06 10:48,19.91,49.5625,97177.61
2019.03.06 11:03,19.9,49.68359,97172.98
2019.03.06 11:17,19.88,49.6377,97149.84
2019.03.06 11:32,19.88,49.54883,97117.1
2019.03.06 11:46,19.89,49.57227,97113.2
2019.03.06 12:01,19.87,49.68066,97106.95
2019.03.06 12:15,19.94,49.7998,97081.92
2019.03.06 12:30,19.89,49.60449,97045.79
2019.03.06 12:44,19.73,51.92188,97014.78
2019.03.06 12:59,19.8,50.94629,96994.6
2019.03.06 13:14,19.67,51.48438,96957.17
2019.03.06 13:28,19.74,51.2041,96923.77
2019.03.06 13:43,19.78,50.89844,96882.13
2019.03.06 13:57,19.8,50.58008,96840.15
2019.03.06 14:12,19.83,50.31738,96814.42
2019.03.06 14:26,19.82,51.49023,96791.07
2019.03.06 14:41,19.78,51.80664,96774.22
2019.03.06 14:55,19.68,51.62891,96748.22
2019.03.06 15:10,19.65,51.74707,96749.05
2019.03.06 15:24,19.68,52.07031,96722.27
2019.03.06 15:39,19.73,52.19824,96722.16
2019.03.06 15:54,19.77,52.10352,96697.17
2019.03.06 16:08,19.82,51.64453,96684.82
2019.03.06 16:23,19.82,51.45605,96673.16
2019.03.06 16:37,19.77,51.33984,96638.69
2019.03.06 16:52,19.73,51.23633,96605.12
2019.03.06 17:06,19.58,50.79883,96593.43
2019.03.06 17:21,19.3,46.08887,96606.19
2019.03.06 17:35,19.55,47.06641,96589.19
2019.03.06 17:50,19.64,49.22363,96569.7
2019.03.06 18:04,19.63,49.86328,96551.36
2019.03.06 18:19,19.63,49.9082,96545.97
2019.03.06 18:34,19.71,49.66309,96554.68
2019.03.06 18:48,19.79,50.39062,96571.45
2019.03.06 19:03,19.83,51.14746,96574.52
2019.03.06 19:17,19.74,51.65723,96564.69
2019.03.06 19:32,19.71,51.86426,96563.26
2019.03.06 19:46,19.68,51.72852,96555.71
2019.03.06 20:01,19.72,51.86523,96517.72
2019.03.06 20:15,19.79,51.96191,96499.75
2019.03.06 20:30,19.8,52.21875,96504.17
2019.03.06 20:44,19.79,52.53711,96479.9
2019.03.06 20:59,19.77,52.77832,96427.2
2019.03.06 21:13,19.78,52.41504,96398.02
2019.03.06 21:28,19.7,51.15527,96405.81
2019.03.06 21:43,19.71,51.12305,96401.73
2019.03.06 21:57,19.71,51.15625,96392.8
2019.03.06 22:12,19.71,51.16797,96378.92
2019.03.06 22:26,19.71,51.23438,96351.6
2019.03.06 22:41,19.65,51.34961,96325.55
2019.03.06 22:55,19.53,51.60059,96322.34
2019.03.06 23:10,19.47,51.74805,96355.3
2019.03.06 23:24,19.58,51.51758,96343.55
2019.03.06 23:39,19.72,51.20215,96356.19
2019.03.06 23:53,19.78,51.13184,96309.06
2019.03.07 00:08,19.76,51.16211,96283.3
2019.03.07 00:23,19.71,51.25586,96294.98
2019.03.07 00:37,19.64,51.41309,96293.28
2019.03.07 00:52,19.63,51.41211,96271.81
2019.03.07 01:06,19.67,51.3623,96249.83
2019.03.07 01:21,19.71,51.24512,96231.28
2019.03.07 01:35,19.72,51.30176,96248.75
2019.03.07 01:50,19.69,51.30957,96214.81
2019.03.07 02:04,19.68,51.31836,96223.95
2019.03.07 02:19,19.68,51.35254,96193.87
2019.03.07 02:33,19.66,51.33789,96159.75
2019.03.07 02:48,19.61,51.4209,96142.26
2019.03.07 03:03,19.65,51.4043,96128.2
2019.03.07 03:17,19.67,51.33984,96091.97
2019.03.07 03:32,19.69,51.30957,96083.22
2019.03.07 03:46,19.7,51.27734,96057.53
2019.03.07 04:01,19.68,51.28516,96045.39
2019.03.07 04:15,19.67,51.25195,96025.34
2019.03.07 04:30,19.67,51.31836,95982.69
2019.03.07 04:44,19.66,51.27148,95965.02
2019.03.07 04:59,19.68,51.22949,95937.32
2019.03.07 05:13,19.66,51.21777,95921.55
2019.03.07 05:28,19.63,51.26855,95925.38
2019.03.07 05:43,19.62,51.26855,95906.88
2019.03.07 05:57,19.65,51.36035,95913.27
2019.03.07 06:12,19.66,51.32715,95942.39
2019.03.07 06:26,19.65,51.38184,95947.77
2019.03.07 06:41,19.69,51.96191,95986.65
2019.03.07 06:55,19.64,50.61719,96042.16
2019.03.07 07:10,19.64,49.56543,96106.73
2019.03.07 07:24,19.69,50.5459,96119.42
2019.03.07 07:39,19.71,50.5918,96114.89
2019.03.07 07:53,19.75,50.75098,96128.67
2019.03.07 08:08,19.73,51.10352,96144.56
2019.03.07 08:22,19.71,51.0127,96164.09
2019.03.07 08:37,19.67,50.74316,96158.62
2019.03.07 08:52,19.72,50.57129,96197.11
2019.03.07 09:06,19.8,50.60254,96214.15
2019.03.07 09:21,19.85,50.69629,96226.45
2019.03.07 09:35,19.81,51.16699,96237.7
2019.03.07 09:50,19.79,51.68555,96237.56
2019.03.07 10:04,19.69,51.33105,96242.3
2019.03.07 10:19,19.64,50.81641,96268.39
2019.03.07 10:33,19.62,50.71387,96287.58
2019.03.07 10:48,19.68,50.31152,96307.67
2019.03.07 11:02,19.72,50.05078,96338.96
2019.03.07 11:17,19.72,49.89648,96346.57
2019.03.07 11:32,19.66,49.70215,96357.86
2019.03.07 11:46,19.62,49.78516,96349.02
2019.03.07 12:01,20.04,50.12012,96382.03
2019.03.07 12:15,19.59,48.22168,96408.51
